2020-07-27, 35000, 2, '', 1
2020-07-28, 26000, 9, '', 1
2020-07-29, 16000, 3, '', 2
2020-07-30, 84000, 4, '', 2
2020-07-31, 23000, 9, '', 2
2020-08-01, 38000, 6, '', 2
2020-08-02, 53000, 1, '', 2
2020-08-03, 40000, 3, '', 1
2020-08-04, 96000, 6, '', 1
2020-08-05, 84000, 10, '', 1
2020-08-06, 24000, 5, '', 1
2020-08-07, 43000, 6, '', 2
2020-08-08, 17000, 2, '', 1
2020-08-09, 48000, 2, '', 2
2020-08-10, 80000, 9, '', 2
2020-08-11, 14000, 4, '', 2
2020-08-12, 14000, 6, '', 2
2020-08-13, 28000, 8, '', 1
2020-08-14, 32000, 4, '', 2
2020-08-15, 14000, 4, '', 2
2020-08-16, 72000, 1, '', 1
2020-08-17, 88000, 7, '', 2
2020-08-18, 70000, 4, '', 1
2020-08-19, 55000, 5, '', 1
2020-08-20, 43000, 6, '', 2
2020-08-21, 39000, 9, '', 2
2020-08-22, 91000, 2, '', 1
2020-08-23, 78000, 3, '', 2
2020-08-24, 81000, 3, '', 2
2020-08-25, 16000, 9, '', 1
2020-08-26, 30000, 9, '', 2
2020-08-27, 10000, 2, '', 1
2020-08-28, 51000, 9, '', 2
2020-08-29, 29000, 10, '', 2
2020-08-30, 79000, 9, '', 2
2020-08-31, 64000, 9, '', 1
2020-09-01, 72000, 4, '', 1
2020-09-02, 21000, 10, '', 1
2020-09-03, 82000, 6, '', 2
2020-09-04, 16000, 8, '', 2
2020-09-05, 66000, 7, '', 2
2020-09-06, 58000, 3, '', 2
2020-09-07, 48000, 3, '', 1
2020-09-08, 69000, 1, '', 1
2020-09-09, 45000, 9, '', 2
2020-09-10, 31000, 7, '', 1
2020-09-11, 60000, 7, '', 2
2020-09-12, 62000, 10, '', 1
2020-09-13, 69000, 1, '', 2
2020-09-14, 32000, 3, '', 2
2020-09-15, 83000, 6, '', 1
2020-09-16, 98000, 10, '', 2
2020-09-17, 69000, 2, '', 2
2020-09-18, 76000, 4, '', 1
2020-09-19, 31000, 8, '', 1
2020-09-20, 95000, 5, '', 2
2020-09-21, 99000, 4, '', 1
2020-09-22, 65000, 3, '', 2
2020-09-23, 50000, 3, '', 2
2020-09-24, 82000, 7, '', 1
2020-09-25, 41000, 3, '', 2
2020-09-26, 73000, 2, '', 1
2020-09-27, 73000, 5, '', 1
2020-09-28, 58000, 4, '', 1
2020-09-29, 94000, 2, '', 2
2020-09-30, 60000, 2, '', 1
2020-10-01, 13000, 7, '', 2
2020-10-02, 44000, 6, '', 1
2020-10-03, 23000, 2, '', 1
2020-10-04, 79000, 6, '', 1
2020-10-05, 42000, 1, '', 2
2020-10-06, 23000, 4, '', 1
2020-10-07, 16000, 4, '', 2
2020-10-08, 37000, 2, '', 1
2020-10-09, 26000, 6, '', 2
2020-10-10, 76000, 6, '', 1
2020-10-11, 16000, 7, '', 1
2020-10-12, 99000, 2, '', 2
2020-10-13, 70000, 8, '', 2
2020-10-14, 17000, 2, '', 2
2020-10-15, 81000, 9, '', 2
2020-10-16, 80000, 9, '', 1
2020-10-17, 89000, 9, '', 2
2020-10-18, 82000, 4, '', 1
2020-10-19, 92000, 7, '', 2
2020-10-20, 42000, 1, '', 1
2020-10-21, 14000, 7, '', 1
2020-10-22, 64000, 6, '', 2
2020-10-23, 67000, 4, '', 2
2020-10-24, 84000, 8, '', 1
2020-10-25, 20000, 4, '', 1
2020-10-26, 22000, 10, '', 2
2020-10-27, 68000, 8, '', 2
2020-10-28, 100000, 6, '', 2
2020-10-29, 58000, 7, '', 2
2020-10-30, 34000, 5, '', 1
2020-10-31, 69000, 1, '', 2
2020-11-01, 61000, 9, '', 1
2020-11-02, 20000, 5, '', 1
2020-11-03, 45000, 9, '', 1
2020-11-04, 13000, 1, '', 2
2020-11-05, 14000, 10, '', 1
2020-11-06, 41000, 4, '', 1
2020-11-07, 56000, 4, '', 1
2020-11-08, 44000, 10, '', 1
2020-11-09, 89000, 9, '', 1
2020-11-10, 86000, 10, '', 1
2020-11-11, 89000, 1, '', 2
2020-11-12, 25000, 3, '', 2
2020-11-13, 91000, 8, '', 2
2020-11-14, 10000, 4, '', 2
2020-11-15, 58000, 8, '', 2
2020-11-16, 58000, 4, '', 1
2020-11-17, 75000, 2, '', 1
2020-11-18, 76000, 9, '', 2
2020-11-19, 45000, 4, '', 2
2020-11-20, 90000, 8, '', 2
2020-11-21, 65000, 2, '', 1
2020-11-22, 68000, 9, '', 1
2020-11-23, 97000, 4, '', 2
2020-11-24, 52000, 4, '', 2
2020-11-25, 66000, 10, '', 1
2020-11-26, 62000, 7, '', 1
2020-11-27, 42000, 9, '', 1
2020-11-28, 31000, 7, '', 1
2020-11-29, 91000, 7, '', 1
2020-11-30, 55000, 4, '', 1
2020-12-01, 92000, 10, '', 1
2020-12-02, 17000, 9, '', 2
2020-12-03, 90000, 9, '', 1
2020-12-04, 10000, 5, '', 2
2020-12-05, 60000, 1, '', 1
2020-12-06, 81000, 10, '', 1
2020-12-07, 91000, 7, '', 1
2020-12-08, 24000, 1, '', 2
2020-12-09, 30000, 8, '', 1
2020-12-10, 89000, 8, '', 1
2020-12-11, 81000, 7, '', 1
2020-12-12, 63000, 9, '', 2
2020-12-13, 76000, 7, '', 1
2020-12-14, 99000, 6, '', 1
2020-12-15, 66000, 5, '', 1
2020-12-16, 14000, 3, '', 2
2020-12-17, 17000, 8, '', 1
2020-12-18, 41000, 9, '', 2
2020-12-19, 29000, 6, '', 1
2020-12-20, 77000, 10, '', 1
2020-12-21, 39000, 8, '', 2
2020-12-22, 59000, 10, '', 2
2020-12-23, 13000, 5, '', 1
2020-12-24, 18000, 7, '', 1
2020-12-25, 19000, 4, '', 2
2020-12-26, 87000, 8, '', 1
2020-12-27, 66000, 4, '', 1
2020-12-28, 48000, 5, '', 2
2020-12-29, 26000, 1, '', 1
2020-12-30, 29000, 4, '', 1
2020-12-31, 39000, 2, '', 1
2021-01-01, 64000, 5, '', 1
2021-01-02, 79000, 1, '', 1
2021-01-03, 37000, 1, '', 2
2021-01-04, 20000, 10, '', 2
2021-01-05, 88000, 7, '', 1
2021-01-06, 63000, 7, '', 1
2021-01-07, 39000, 8, '', 2
2021-01-08, 22000, 5, '', 2
2021-01-09, 12000, 2, '', 1
2021-01-10, 10000, 6, '', 2
2021-01-11, 56000, 8, '', 1
2021-01-12, 96000, 7, '', 2
2021-01-13, 25000, 8, '', 1
2021-01-14, 52000, 1, '', 1
2021-01-15, 93000, 6, '', 2
2021-01-16, 97000, 2, '', 2
2021-01-17, 29000, 1, '', 1
2021-01-18, 81000, 2, '', 2
2021-01-19, 19000, 5, '', 2
2021-01-20, 72000, 3, '', 1
2021-01-21, 61000, 4, '', 2
2021-01-22, 87000, 1, '', 2
2021-01-23, 32000, 6, '', 2
2021-01-24, 38000, 8, '', 1
2021-01-25, 76000, 3, '', 2
2021-01-26, 90000, 4, '', 2
2021-01-27, 84000, 6, '', 2
2021-01-28, 26000, 4, '', 2
2021-01-29, 22000, 5, '', 2
2021-01-30, 56000, 10, '', 2
2021-01-31, 41000, 1, '', 2
2021-02-01, 45000, 10, '', 2
2021-02-02, 12000, 10, '', 1
2021-02-03, 52000, 3, '', 2
2021-02-04, 88000, 4, '', 2
2021-02-05, 34000, 3, '', 2
2021-02-06, 27000, 10, '', 2
2021-02-07, 13000, 10, '', 1
2021-02-08, 71000, 10, '', 2
2021-02-09, 27000, 7, '', 1
2021-02-10, 75000, 4, '', 1
2021-02-11, 73000, 8, '', 2
2021-02-12, 69000, 4, '', 2
2021-02-13, 92000, 5, '', 2
2021-02-14, 25000, 9, '', 2
2021-02-15, 36000, 9, '', 2
2021-02-16, 78000, 7, '', 1
2021-02-17, 81000, 3, '', 2
2021-02-18, 12000, 7, '', 2
2021-02-19, 67000, 5, '', 2
2021-02-20, 98000, 8, '', 2
2021-02-21, 43000, 3, '', 1
2021-02-22, 49000, 4, '', 1
2021-02-23, 77000, 2, '', 1
2021-02-24, 23000, 4, '', 2
2021-02-25, 47000, 5, '', 2
2021-02-26, 30000, 3, '', 2
2021-02-27, 45000, 4, '', 2
2021-02-28, 73000, 10, '', 1
2021-03-01, 78000, 2, '', 1
2021-03-02, 12000, 6, '', 2
2021-03-03, 69000, 3, '', 1
2021-03-04, 15000, 6, '', 2
2021-03-05, 32000, 4, '', 1
2021-03-06, 11000, 1, '', 2
2021-03-07, 65000, 8, '', 2
2021-03-08, 97000, 7, '', 1
2021-03-09, 11000, 6, '', 2
2021-03-10, 61000, 10, '', 1
2021-03-11, 84000, 2, '', 1
2021-03-12, 45000, 10, '', 2
2021-03-13, 53000, 1, '', 1
2021-03-14, 10000, 3, '', 1
2021-03-15, 90000, 10, '', 2
2021-03-16, 69000, 2, '', 1
2021-03-17, 14000, 2, '', 1
2021-03-18, 29000, 2, '', 2
2021-03-19, 52000, 1, '', 2
2021-03-20, 83000, 1, '', 2
2021-03-21, 53000, 2, '', 2
2021-03-22, 80000, 8, '', 2
2021-03-23, 86000, 1, '', 1
2021-03-24, 63000, 8, '', 1
2021-03-25, 79000, 1, '', 1
2021-03-26, 95000, 9, '', 2
2021-03-27, 27000, 6, '', 1
2021-03-28, 68000, 5, '', 1
2021-03-29, 42000, 2, '', 1
2021-03-30, 63000, 2, '', 2
2021-03-31, 18000, 6, '', 1
2021-04-01, 37000, 1, '', 1
2021-04-02, 100000, 1, '', 2
2021-04-03, 19000, 6, '', 2
2021-04-04, 98000, 9, '', 2
2021-04-05, 28000, 6, '', 2
2021-04-06, 78000, 10, '', 1
2021-04-07, 80000, 2, '', 2
2021-04-08, 40000, 3, '', 1
2021-04-09, 68000, 10, '', 1
2021-04-10, 38000, 10, '', 1
2021-04-11, 60000, 6, '', 1
2021-04-12, 80000, 1, '', 2
2021-04-13, 69000, 2, '', 1
2021-04-14, 23000, 9, '', 1
2021-04-15, 43000, 7, '', 2
2021-04-16, 14000, 5, '', 2
2021-04-17, 60000, 7, '', 1
2021-04-18, 29000, 10, '', 2
2021-04-19, 82000, 4, '', 2
2021-04-20, 69000, 9, '', 1
2021-04-21, 85000, 3, '', 1
2021-04-22, 91000, 7, '', 1
2021-04-23, 67000, 8, '', 2
2021-04-24, 74000, 3, '', 2
2021-04-25, 30000, 6, '', 2
2021-04-26, 86000, 10, '', 1
2021-04-27, 57000, 10, '', 2
2021-04-28, 92000, 3, '', 1
2021-04-29, 33000, 10, '', 1
2021-04-30, 30000, 10, '', 2
2021-05-01, 16000, 6, '', 1
2021-05-02, 52000, 4, '', 1
2021-05-03, 53000, 1, '', 2
2021-05-04, 70000, 3, '', 1
2021-05-05, 76000, 8, '', 2
2021-05-06, 11000, 5, '', 1
2021-05-07, 97000, 1, '', 2
2021-05-08, 16000, 8, '', 1
2021-05-09, 75000, 7, '', 1
2021-05-10, 60000, 5, '', 1
2021-05-11, 35000, 3, '', 2
2021-05-12, 90000, 7, '', 2
2021-05-13, 88000, 1, '', 1
2021-05-14, 68000, 5, '', 2
2021-05-15, 96000, 1, '', 2
2021-05-16, 48000, 9, '', 2
2021-05-17, 22000, 10, '', 2
2021-05-18, 22000, 9, '', 1
2021-05-19, 58000, 9, '', 2
2021-05-20, 33000, 8, '', 1
2021-05-21, 84000, 5, '', 1
2021-05-22, 98000, 9, '', 2
2021-05-23, 56000, 10, '', 2
2021-05-24, 54000, 4, '', 2
2021-05-25, 62000, 7, '', 2
2021-05-26, 23000, 2, '', 2
2021-05-27, 14000, 4, '', 1
2021-05-28, 67000, 6, '', 1
2021-05-29, 36000, 2, '', 2
2021-05-30, 50000, 9, '', 1
2021-05-31, 55000, 8, '', 2
2021-06-01, 50000, 8, '', 1
2021-06-02, 92000, 5, '', 1
2021-06-03, 83000, 6, '', 2
2021-06-04, 10000, 1, '', 2
2021-06-05, 66000, 2, '', 1
2021-06-06, 79000, 8, '', 1
2021-06-07, 11000, 4, '', 1
2021-06-08, 65000, 5, '', 2
2021-06-09, 14000, 9, '', 1
2021-06-10, 63000, 2, '', 2
2021-06-11, 78000, 8, '', 1
2021-06-12, 67000, 3, '', 2
2021-06-13, 78000, 8, '', 1
2021-06-14, 68000, 5, '', 1
2021-06-15, 64000, 6, '', 2
2021-06-16, 25000, 8, '', 2
2021-06-17, 49000, 1, '', 2
2021-06-18, 33000, 9, '', 1
2021-06-19, 66000, 10, '', 2
2021-06-20, 37000, 7, '', 1
2021-06-21, 69000, 5, '', 1
2021-06-22, 64000, 7, '', 1
2021-06-23, 86000, 10, '', 1
2021-06-24, 30000, 9, '', 1
2021-06-25, 37000, 6, '', 1
2021-06-26, 67000, 7, '', 2
2021-06-27, 84000, 6, '', 2
2021-06-28, 70000, 5, '', 1
2021-06-29, 34000, 10, '', 1
2021-06-30, 67000, 6, '', 2
2021-07-01, 88000, 6, '', 1
2021-07-02, 29000, 1, '', 1
2021-07-03, 47000, 8, '', 1
2021-07-04, 30000, 9, '', 1
2021-07-05, 16000, 4, '', 2
2021-07-06, 77000, 3, '', 1
2021-07-07, 68000, 2, '', 1
2021-07-08, 62000, 2, '', 2
2021-07-09, 26000, 5, '', 1
2021-07-10, 68000, 6, '', 1
2021-07-11, 25000, 6, '', 2
2021-07-12, 53000, 6, '', 2
2021-07-13, 19000, 6, '', 1
2021-07-14, 25000, 8, '', 1
2021-07-15, 57000, 10, '', 2
2021-07-16, 39000, 4, '', 2
2021-07-17, 67000, 4, '', 1
2021-07-18, 19000, 7, '', 1
2021-07-19, 73000, 1, '', 1
2021-07-20, 98000, 8, '', 1
2021-07-21, 21000, 3, '', 2
2021-07-22, 10000, 6, '', 2
2021-07-23, 58000, 5, '', 1
2021-07-24, 31000, 6, '', 1
2021-07-25, 30000, 3, '', 2
2021-07-26, 40000, 1, '', 1
2021-07-27, 40000, 6, '', 2
2021-07-28, 63000, 4, '', 1
2021-07-29, 19000, 3, '', 2
2021-07-30, 25000, 2, '', 2
2021-07-31, 74000, 2, '', 2
2021-08-01, 63000, 2, '', 1
2021-08-02, 32000, 1, '', 1
2021-08-03, 43000, 8, '', 1
2021-08-04, 56000, 6, '', 1
2021-08-05, 58000, 5, '', 1
2021-08-06, 94000, 3, '', 2
2021-08-07, 23000, 9, '', 1
2021-08-08, 88000, 8, '', 2
2021-08-09, 38000, 8, '', 2
2021-08-10, 21000, 6, '', 2
2021-08-11, 69000, 5, '', 1
2021-08-12, 25000, 2, '', 1
2021-08-13, 72000, 4, '', 2
2021-08-14, 86000, 4, '', 2
2021-08-15, 13000, 1, '', 1
2021-08-16, 74000, 6, '', 1
2021-08-17, 79000, 2, '', 2
2021-08-18, 22000, 1, '', 1
2021-08-19, 89000, 5, '', 1
2021-08-20, 71000, 10, '', 2
2021-08-21, 23000, 3, '', 2
2021-08-22, 47000, 2, '', 2
2021-08-23, 15000, 6, '', 1
2021-08-24, 77000, 6, '', 1
2021-08-25, 71000, 5, '', 1
2021-08-26, 49000, 10, '', 1
2021-08-27, 56000, 5, '', 2
2021-08-28, 61000, 7, '', 1
2021-08-29, 23000, 6, '', 2
2021-08-30, 41000, 9, '', 2
2021-08-31, 11000, 1, '', 1
2021-09-01, 46000, 3, '', 2
2021-09-02, 90000, 4, '', 2
2021-09-03, 88000, 3, '', 1
2021-09-04, 70000, 7, '', 1
2021-09-05, 90000, 7, '', 2
2021-09-06, 46000, 10, '', 2
2021-09-07, 42000, 2, '', 1
2021-09-08, 25000, 1, '', 2
2021-09-09, 45000, 1, '', 1
2021-09-10, 87000, 1, '', 2
2021-09-11, 85000, 3, '', 2
2021-09-12, 43000, 5, '', 1
2021-09-13, 92000, 7, '', 1
2021-09-14, 77000, 1, '', 2
2021-09-15, 92000, 6, '', 2
2021-09-16, 52000, 5, '', 2
2021-09-17, 34000, 8, '', 1
2021-09-18, 96000, 10, '', 1
2021-09-19, 27000, 4, '', 1
2021-09-20, 33000, 9, '', 1
2021-09-21, 28000, 9, '', 2
2021-09-22, 33000, 9, '', 2
2021-09-23, 74000, 7, '', 1
2021-09-24, 38000, 3, '', 1
2021-09-25, 10000, 10, '', 1
2021-09-26, 39000, 8, '', 2
2021-09-27, 10000, 2, '', 1
2021-09-28, 27000, 10, '', 2
2021-09-29, 47000, 6, '', 2
2021-09-30, 12000, 9, '', 2
2021-10-01, 85000, 8, '', 2
2021-10-02, 93000, 10, '', 1
2021-10-03, 60000, 6, '', 2
2021-10-04, 89000, 10, '', 2
2021-10-05, 79000, 6, '', 1
2021-10-06, 28000, 2, '', 1
2021-10-07, 35000, 9, '', 1
2021-10-08, 82000, 6, '', 2
2021-10-09, 33000, 3, '', 2
2021-10-10, 14000, 4, '', 2
2021-10-11, 32000, 2, '', 1
2021-10-12, 86000, 2, '', 1
2021-10-13, 18000, 8, '', 1
2021-10-14, 48000, 1, '', 2
2021-10-15, 57000, 5, '', 2
2021-10-16, 82000, 9, '', 1
2021-10-17, 55000, 6, '', 1
2021-10-18, 69000, 2, '', 2
2021-10-19, 66000, 5, '', 2
2021-10-20, 95000, 7, '', 2
2021-10-21, 40000, 5, '', 2
2021-10-22, 61000, 7, '', 2
2021-10-23, 93000, 8, '', 2
2021-10-24, 61000, 4, '', 2
2021-10-25, 45000, 7, '', 1
2021-10-26, 77000, 9, '', 2
2021-10-27, 65000, 6, '', 1
2021-10-28, 93000, 9, '', 2
2021-10-29, 71000, 7, '', 1
2021-10-30, 36000, 5, '', 2
2021-10-31, 86000, 2, '', 1
2021-11-01, 83000, 9, '', 2
2021-11-02, 76000, 8, '', 1
2021-11-03, 78000, 1, '', 2
2021-11-04, 44000, 6, '', 1
2021-11-05, 91000, 4, '', 1
2021-11-06, 76000, 10, '', 2
2021-11-07, 58000, 6, '', 1
2021-11-08, 91000, 9, '', 2
2021-11-09, 16000, 9, '', 2
2021-11-10, 46000, 3, '', 2
2021-11-11, 97000, 8, '', 2
2021-11-12, 30000, 8, '', 1
2021-11-13, 71000, 4, '', 2
2021-11-14, 24000, 10, '', 1
2021-11-15, 86000, 3, '', 1
2021-11-16, 40000, 7, '', 1
2021-11-17, 82000, 2, '', 1
2021-11-18, 46000, 1, '', 2
2021-11-19, 11000, 3, '', 1
2021-11-20, 94000, 1, '', 2
2021-11-21, 12000, 1, '', 1
2021-11-22, 58000, 3, '', 1
2021-11-23, 66000, 2, '', 2
2021-11-24, 51000, 6, '', 1
2021-11-25, 98000, 2, '', 2
2021-11-26, 60000, 2, '', 2
2021-11-27, 99000, 4, '', 2
2021-11-28, 21000, 5, '', 2
2021-11-29, 91000, 2, '', 1
2021-11-30, 98000, 2, '', 1
2021-12-01, 70000, 1, '', 2
2021-12-02, 21000, 10, '', 1
2021-12-03, 68000, 6, '', 2
2021-12-04, 60000, 1, '', 1
2021-12-05, 21000, 10, '', 2
2021-12-06, 67000, 5, '', 1
2021-12-07, 35000, 2, '', 2
2021-12-08, 61000, 7, '', 2
2021-12-09, 93000, 4, '', 1
2021-12-10, 61000, 8, '', 2
2021-12-11, 24000, 7, '', 2
2021-12-12, 58000, 8, '', 1
2021-12-13, 77000, 8, '', 2
2021-12-14, 68000, 1, '', 1
2021-12-15, 26000, 7, '', 1
2021-12-16, 29000, 8, '', 1
2021-12-17, 39000, 3, '', 2
2021-12-18, 19000, 1, '', 2
2021-12-19, 98000, 9, '', 2
2021-12-20, 38000, 8, '', 2
2021-12-21, 77000, 7, '', 2
2021-12-22, 82000, 6, '', 1
2021-12-23, 73000, 6, '', 2
2021-12-24, 50000, 4, '', 2
2021-12-25, 79000, 1, '', 2
2021-12-26, 98000, 4, '', 2
2021-12-27, 25000, 6, '', 2
2021-12-28, 61000, 3, '', 2
2021-12-29, 90000, 5, '', 1
2021-12-30, 89000, 5, '', 1
2021-12-31, 27000, 9, '', 2
2022-01-01, 98000, 10, '', 1
2022-01-02, 46000, 9, '', 2
2022-01-03, 32000, 7, '', 2
2022-01-04, 38000, 8, '', 1
2022-01-05, 81000, 10, '', 1
